id_inspection;name_piece;ref_piece;name_program;state;dents;corrosions;scratches;details;inspection_date;inspection_path;inspection_status;user_validation;validation_date;creation_date;user_creation;modification_date;user_modification;deleted
737;Tail fin;13537-045;Rotating table plus camera;Really bad;true;false;true;material composition checked;2024-06-20;ftp://inspection-server/aircraft/A320neo/Tail fin/13537-045/2024-06-20;VALIDATED;2;2024-06-22 00:45:42;2024-06-20 10:57:49;9;2024-06-22 00:45:42;2;false
738;Aileron;37808-987;Camera only;Really bad;false;true;true;;2025-03-25;ftp://inspection-server/aircraft/A380/Aileron/37808-987/2025-03-25;VALIDATED;1;2025-03-30 01:22:24;2025-03-25 01:25:35;10;2025-03-30 01:22:24;1;false
739;Tail fin;10812-978;Camera only;Perfect;false;false;false;;2024-07-30;ftp://inspection-server/aircraft/A380/Tail fin/10812-978/2024-07-30;VALIDATED;3;2024-08-05 11:33:34;2024-07-30 18:04:57;10;2024-08-05 11:33:34;3;false
740;Aileron;65044-3213;Gantry system;Average;true;false;false;material composition checked;2024-09-22;ftp://inspection-server/aircraft/A380/Aileron/65044-3213/2024-09-22;VALIDATED;3;2024-09-23 10:09:12;2024-09-22 00:57:58;6;2024-09-23 10:09:12;3;false
741;Cockpit window;37000-097;Big robot arm;Average;false;true;false;color consistency verified;2024-07-12;ftp://inspection-server/aircraft/B787/Cockpit window/37000-097/2024-07-12;VALIDATED;1;2024-07-13 02:00:37;2024-07-12 20:23:28;8;2024-07-13 02:00:37;1;false
742;Fuselage panel;52125-747;Complete inspection;Not good;false;true;true;material composition checked;2024-07-24;ftp://inspection-server/aircraft/B787/Fuselage panel/52125-747/2024-07-24;PENDING;;;2024-07-24 00:17:52;9;;;false
743;Tail fin;52959-167;Rotating table plus camera;Almost perfect;false;false;false;;2024-10-22;ftp://inspection-server/aircraft/B777/Tail fin/52959-167/2024-10-22;PENDING;;;2024-10-22 18:13:07;7;;;false
744;Rudder;58232-0051;Big robot arm;Average;true;false;false;;2024-12-05;ftp://inspection-server/aircraft/Rudder/58232-0051/2024-12-05;VALIDATED;3;2024-12-07 16:51:01;2024-12-05 10:31:18;6;2024-12-07 16:51:01;3;false
745;Tail fin;0003-2240;Rotating table plus camera;Average;false;true;false;;2025-05-07;ftp://inspection-server/aircraft/B737/Tail fin/0003-2240/2025-05-07;PENDING;;;2025-05-07 13:11:50;6;;;false
746;Tail fin;53157-300;Complete inspection;Not good;false;false;true;;2024-09-24;ftp://inspection-server/aircraft/B777/Tail fin/53157-300/2024-09-24;PENDING;;;2024-09-24 16:58:00;10;;;false
747;Landing gear;36987-2920;Rotating table plus camera;Destroyed;true;true;true;;2025-02-09;ftp://inspection-server/aircraft/B777/Landing gear/36987-2920/2025-02-09;VALIDATED;1;2025-02-11 19:50:37;2025-02-09 04:27:58;4;2025-02-11 19:50:37;1;false
748;Engine cover;49288-0224;Complete inspection;Really bad;true;true;false;weight recorded;2024-08-31;ftp://inspection-server/aircraft/Engine cover/49288-0224/2024-08-31;VALIDATED;1;2024-09-03 06:48:53;2024-08-31 09:20:00;5;2024-09-03 06:48:53;1;false
749;Cockpit window;0904-5776;Big robot arm;Average;true;false;true;;2024-10-02;ftp://inspection-server/aircraft/B777/Cockpit window/0904-5776/2024-10-02;VALIDATED;3;2024-10-04 05:14:55;2024-10-02 12:28:52;4;2024-10-04 05:14:55;3;false
750;Engine cover;41520-306;Rotating table plus camera;Average;false;true;true;dimensions measured;2024-09-04;ftp://inspection-server/aircraft/A320neo/Engine cover/41520-306/2024-09-04;VALIDATED;2;2024-09-07 05:43:03;2024-09-04 10:16:46;5;2024-09-07 05:43:03;2;false
751;Elevator;55150-115;Complete inspection;Not good;true;false;true;;2024-11-14;ftp://inspection-server/aircraft/B777/Elevator/55150-115/2024-11-14;VALIDATED;2;2024-11-18 11:13:57;2024-11-14 13:40:38;8;2024-11-18 11:13:57;2;false
752;Wing A;51079-516;Gantry system;Not good;true;false;true;;2025-01-17;ftp://inspection-server/aircraft/B787/Wing A/51079-516/2025-01-17;PENDING;;;2025-01-17 14:50:30;4;;;false
753;Aileron;68647-205;Big robot arm;Average;true;true;false;;2024-09-18;ftp://inspection-server/aircraft/A380/Aileron/68647-205/2024-09-18;VALIDATED;1;2024-09-20 03:35:09;2024-09-18 02:12:05;9;2024-09-20 03:35:09;1;false
754;Cockpit window;64477-001;Camera only;Not good;false;true;true;;2025-04-21;ftp://inspection-server/aircraft/A320neo/Cockpit window/64477-001/2025-04-21;VALIDATED;1;2025-04-28 04:52:18;2025-04-21 08:19:50;4;2025-04-28 04:52:18;1;false
755;Tail fin;21695-762;Complete inspection;Average;true;false;true;;2025-05-01;ftp://inspection-server/aircraft/A380/Tail fin/21695-762/2025-05-01;PENDING;;;2025-05-01 09:46:30;4;;;false
756;Cockpit window;41595-5519;Big robot arm;Average;false;true;false;;2024-08-12;ftp://inspection-server/aircraft/A320neo/Cockpit window/41595-5519/2024-08-12;VALIDATED;3;2024-08-18 03:37:22;2024-08-12 06:07:43;9;2024-08-18 03:37:22;3;false
757;Elevator;0069-0181;Complete inspection;Average;false;true;false;;2025-05-11;ftp://inspection-server/aircraft/A380/Elevator/0069-0181/2025-05-11;PENDING;;;2025-05-11 18:28:28;4;;;false
758;Engine cover;63020-049;Gantry system;Not good;false;true;true;material composition checked;2024-12-31;ftp://inspection-server/aircraft/B747/Engine cover/63020-049/2024-12-31;VALIDATED;3;2025-01-04 12:14:30;2024-12-31 15:42:20;5;2025-01-04 12:14:30;3;false
759;Cockpit window;69221-101;Gantry system;Really bad;true;false;true;;2024-07-09;ftp://inspection-server/aircraft/B737/Cockpit window/69221-101/2024-07-09;VALIDATED;2;2024-07-10 17:14:49;2024-07-09 01:38:53;6;2024-07-10 17:14:49;2;false
760;Engine cover;52125-268;Gantry system;Average;true;false;false;;2024-08-14;ftp://inspection-server/aircraft/A380/Engine cover/52125-268/2024-08-14;PENDING;;;2024-08-14 17:54:33;4;;;false
761;Elevator;59779-917;Complete inspection;Not good;true;true;false;;2024-08-22;ftp://inspection-server/aircraft/A320neo/Elevator/59779-917/2024-08-22;VALIDATED;1;2024-08-29 09:47:04;2024-08-22 22:14:43;7;2024-08-29 09:47:04;1;false
762;Tail fin;23667-001;Camera only;Average;true;false;false;weight recorded;2024-12-16;ftp://inspection-server/aircraft/B787/Tail fin/23667-001/2024-12-16;VALIDATED;1;2024-12-23 04:33:54;2024-12-16 08:25:52;4;2024-12-23 04:33:54;1;false
763;Elevator;10337-162;Rotating table plus camera;Destroyed;true;true;true;;2025-06-02;ftp://inspection-server/aircraft/B737/Elevator/10337-162/2025-06-02;VALIDATED;3;2025-06-04 12:28:09;2025-06-02 17:43:38;7;2025-06-04 12:28:09;3;false
764;Landing gear;21695-375;Complete inspection;Good;false;false;false;;2024-12-12;ftp://inspection-server/aircraft/B777/Landing gear/21695-375/2024-12-12;PENDING;;;2024-12-12 11:05:54;5;;;false
765;Wing A;0574-0122;Camera only;Not good;true;true;true;color consistency verified;2024-08-06;ftp://inspection-server/aircraft/B747/Wing A/0574-0122/2024-08-06;VALIDATED;3;2024-08-10 13:36:23;2024-08-06 04:19:16;5;2024-08-10 13:36:23;3;false
766;Rudder;0409-7760;Big robot arm;Destroyed;true;true;true;;2025-03-24;ftp://inspection-server/aircraft/B787/Rudder/0409-7760/2025-03-24;VALIDATED;2;2025-03-29 02:11:29;2025-03-24 02:00:17;9;2025-03-29 02:11:29;2;false
767;Cockpit window;36987-2791;Gantry system;Really bad;true;true;true;packaging condition assessed;2025-05-06;ftp://inspection-server/aircraft/B777/Cockpit window/36987-2791/2025-05-06;VALIDATED;1;2025-05-11 22:19:07;2025-05-06 05:34:45;10;2025-05-11 22:19:07;1;false
768;Aileron;0173-0844;Camera only;Good;false;false;true;;2025-05-09;ftp://inspection-server/aircraft/B777/Aileron/0173-0844/2025-05-09;PENDING;;;2025-05-09 11:34:42;10;;;false
769;Rudder;36987-2132;Gantry system;Not good;false;false;true;;2025-06-10;ftp://inspection-server/aircraft/B747/Rudder/36987-2132/2025-06-10;VALIDATED;1;2025-06-17 04:41:31;2025-06-10 16:55:15;10;2025-06-17 04:41:31;1;false
770;Engine cover;62750-005;Rotating table plus camera;Not good;true;false;true;;2025-05-15;ftp://inspection-server/aircraft/A350/Engine cover/62750-005/2025-05-15;VALIDATED;2;2025-05-21 21:40:08;2025-05-15 17:06:47;9;2025-05-21 21:40:08;2;false
771;Fuselage panel;43742-0298;Gantry system;Good;true;false;false;;2025-05-05;ftp://inspection-server/aircraft/B747/Fuselage panel/43742-0298/2025-05-05;VALIDATED;2;2025-05-07 05:29:03;2025-05-05 12:26:19;9;2025-05-07 05:29:03;2;false
772;Wing A;53746-146;Gantry system;Almost perfect;false;false;false;dimensions measured;2024-07-28;ftp://inspection-server/aircraft/B787/Wing A/53746-146/2024-07-28;VALIDATED;1;2024-07-31 04:31:58;2024-07-28 14:01:28;4;2024-07-31 04:31:58;1;false
773;Cockpit window;65044-0827;Complete inspection;Really bad;true;true;false;;2025-02-16;ftp://inspection-server/aircraft/Cockpit window/65044-0827/2025-02-16;PENDING;;;2025-02-16 08:05:28;6;;;false
774;Engine cover;21130-413;Camera only;Average;false;true;false;packaging condition assessed;2025-03-08;ftp://inspection-server/aircraft/B787/Engine cover/21130-413/2025-03-08;VALIDATED;2;2025-03-14 22:27:42;2025-03-08 16:41:04;4;2025-03-14 22:27:42;2;false
775;Fuselage panel;40092-500;Gantry system;Perfect;false;false;false;weight recorded;2024-06-22;ftp://inspection-server/aircraft/B787/Fuselage panel/40092-500/2024-06-22;VALIDATED;3;2024-06-25 17:24:07;2024-06-22 15:27:47;5;2024-06-25 17:24:07;3;false
776;Rudder;62756-543;Gantry system;Average;false;true;true;;2024-11-21;ftp://inspection-server/aircraft/B787/Rudder/62756-543/2024-11-21;PENDING;;;2024-11-21 17:06:21;9;;;false
777;Wing A;50436-3173;Rotating table plus camera;Good;false;false;true;;2025-04-20;ftp://inspection-server/aircraft/B777/Wing A/50436-3173/2025-04-20;PENDING;;;2025-04-20 04:44:57;6;;;false
778;Engine cover;68745-2004;Gantry system;Not good;true;true;true;;2024-11-20;ftp://inspection-server/aircraft/Engine cover/68745-2004/2024-11-20;PENDING;;;2024-11-20 08:55:28;6;;;false
779;Landing gear;34666-002;Gantry system;Almost perfect;false;false;false;surface finish inspected;2024-11-14;ftp://inspection-server/aircraft/B787/Landing gear/34666-002/2024-11-14;VALIDATED;1;2024-11-17 19:50:34;2024-11-14 14:45:03;9;2024-11-17 19:50:34;1;false
780;Cockpit window;42507-086;Complete inspection;Really bad;false;true;true;;2025-04-26;ftp://inspection-server/aircraft/B737/Cockpit window/42507-086/2025-04-26;PENDING;;;2025-04-26 15:37:58;7;;;false
781;Elevator;64942-1038;Complete inspection;Average;true;false;false;dimensions measured;2024-07-13;ftp://inspection-server/aircraft/B777/Elevator/64942-1038/2024-07-13;VALIDATED;1;2024-07-15 21:04:45;2024-07-13 13:31:09;10;2024-07-15 21:04:45;1;false
782;Wing A;75981-909;Camera only;Really bad;true;true;false;;2024-07-29;ftp://inspection-server/aircraft/B747/Wing A/75981-909/2024-07-29;VALIDATED;3;2024-08-03 04:30:16;2024-07-29 18:54:46;6;2024-08-03 04:30:16;3;false
783;Landing gear;49726-022;Big robot arm;Not good;true;true;true;;2025-04-24;ftp://inspection-server/aircraft/A350/Landing gear/49726-022/2025-04-24;PENDING;;;2025-04-24 00:05:56;7;;;false
784;Rudder;24571-108;Rotating table plus camera;Not good;false;true;true;material composition checked;2024-06-23;ftp://inspection-server/aircraft/A350/Rudder/24571-108/2024-06-23;VALIDATED;1;2024-06-24 03:55:15;2024-06-23 04:46:02;7;2024-06-24 03:55:15;1;false
785;Engine cover;0944-8402;Rotating table plus camera;Not good;true;true;true;packaging condition assessed;2025-03-08;ftp://inspection-server/aircraft/Engine cover/0944-8402/2025-03-08;VALIDATED;2;2025-03-12 10:24:43;2025-03-08 10:03:21;9;2025-03-12 10:24:43;2;false
786;Aileron;52544-162;Gantry system;Really bad;true;true;false;;2025-03-29;ftp://inspection-server/aircraft/B737/Aileron/52544-162/2025-03-29;PENDING;;;2025-03-29 21:11:13;7;;;false
787;Landing gear;68094-171;Camera only;Almost perfect;false;false;false;;2024-07-22;ftp://inspection-server/aircraft/A350/Landing gear/68094-171/2024-07-22;VALIDATED;1;2024-07-26 23:26:46;2024-07-22 22:41:26;6;2024-07-26 23:26:46;1;false
788;Landing gear;61096-0003;Gantry system;Not good;false;false;true;packaging condition assessed;2024-10-16;ftp://inspection-server/aircraft/A380/Landing gear/61096-0003/2024-10-16;VALIDATED;2;2024-10-17 14:09:24;2024-10-16 05:49:28;8;2024-10-17 14:09:24;2;false
789;Rudder;16571-012;Big robot arm;Good;false;true;false;material composition checked;2025-04-22;ftp://inspection-server/aircraft/B787/Rudder/16571-012/2025-04-22;VALIDATED;1;2025-04-25 08:38:22;2025-04-22 20:54:23;4;2025-04-25 08:38:22;1;false
790;Wing A;0603-2108;Big robot arm;Almost perfect;false;false;false;material composition checked;2025-01-30;ftp://inspection-server/aircraft/B777/Wing A/0603-2108/2025-01-30;VALIDATED;2;2025-01-31 19:56:40;2025-01-30 02:44:44;9;2025-01-31 19:56:40;2;false
791;Engine cover;61098-010;Rotating table plus camera;Average;false;true;false;dimensions measured;2024-11-14;ftp://inspection-server/aircraft/A320neo/Engine cover/61098-010/2024-11-14;VALIDATED;3;2024-11-16 11:13:33;2024-11-14 20:43:47;8;2024-11-16 11:13:33;3;false
792;Rudder;33261-005;Complete inspection;Average;false;true;false;surface finish inspected;2025-05-21;ftp://inspection-server/aircraft/B737/Rudder/33261-005/2025-05-21;PENDING;;;2025-05-21 21:25:12;6;;;false
793;Elevator;68084-293;Rotating table plus camera;Average;false;true;true;;2025-04-29;ftp://inspection-server/aircraft/A350/Elevator/68084-293/2025-04-29;VALIDATED;1;2025-05-06 05:54:14;2025-04-29 09:14:44;8;2025-05-06 05:54:14;1;false
794;Wing A;15127-978;Big robot arm;Perfect;false;false;false;;2024-07-11;ftp://inspection-server/aircraft/A350/Wing A/15127-978/2024-07-11;VALIDATED;3;2024-07-14 21:48:15;2024-07-11 20:13:22;8;2024-07-14 21:48:15;3;false
795;Cockpit window;24385-152;Complete inspection;Really bad;true;true;true;;2024-11-01;ftp://inspection-server/aircraft/B787/Cockpit window/24385-152/2024-11-01;VALIDATED;1;2024-11-06 12:59:05;2024-11-01 08:48:05;8;2024-11-06 12:59:05;1;false
796;Rudder;65862-470;Big robot arm;Not good;false;false;true;;2024-07-07;ftp://inspection-server/aircraft/A380/Rudder/65862-470/2024-07-07;VALIDATED;3;2024-07-08 04:01:46;2024-07-07 07:48:50;4;2024-07-08 04:01:46;3;false
797;Aileron;16714-400;Gantry system;Average;true;true;false;;2024-09-15;ftp://inspection-server/aircraft/B777/Aileron/16714-400/2024-09-15;VALIDATED;1;2024-09-17 08:06:40;2024-09-15 15:12:36;7;2024-09-17 08:06:40;1;false
798;Flap;0054-0120;Rotating table plus camera;Average;false;true;false;;2025-01-24;ftp://inspection-server/aircraft/B787/Flap/0054-0120/2025-01-24;VALIDATED;3;2025-01-30 21:19:48;2025-01-24 23:09:58;8;2025-01-30 21:19:48;3;false
799;Wing A;57896-461;Camera only;Not good;true;true;false;material composition checked;2025-02-25;ftp://inspection-server/aircraft/A380/Wing A/57896-461/2025-02-25;VALIDATED;3;2025-03-02 06:16:23;2025-02-25 19:12:50;10;2025-03-02 06:16:23;3;false
800;Fuselage panel;67046-482;Complete inspection;Not good;true;false;false;packaging condition assessed;2025-04-17;ftp://inspection-server/aircraft/A320neo/Fuselage panel/67046-482/2025-04-17;VALIDATED;1;2025-04-21 22:02:56;2025-04-17 14:53:26;5;2025-04-21 22:02:56;1;false
801;Fuselage panel;57955-2781;Gantry system;Not good;false;true;true;weight recorded;2025-03-04;ftp://inspection-server/aircraft/B747/Fuselage panel/57955-2781/2025-03-04;PENDING;;;2025-03-04 06:08:26;9;;;false
802;Rudder;52183-385;Rotating table plus camera;Average;true;false;true;weight recorded;2024-10-15;ftp://inspection-server/aircraft/A320neo/Rudder/52183-385/2024-10-15;VALIDATED;2;2024-10-18 10:17:17;2024-10-15 00:37:12;4;2024-10-18 10:17:17;2;false
803;Wing A;35356-469;Complete inspection;Good;false;true;false;;2024-12-30;ftp://inspection-server/aircraft/B737/Wing A/35356-469/2024-12-30;VALIDATED;3;2025-01-01 03:35:33;2024-12-30 22:22:08;6;2025-01-01 03:35:33;3;false
804;Fuselage panel;49035-008;Complete inspection;Really bad;true;true;false;;2024-10-29;ftp://inspection-server/aircraft/A350/Fuselage panel/49035-008/2024-10-29;VALIDATED;1;2024-10-29 12:22:51;2024-10-29 05:28:01;8;2024-10-29 12:22:51;1;false
805;Engine cover;52685-440;Gantry system;Good;false;false;true;surface finish inspected;2025-03-16;ftp://inspection-server/aircraft/Engine cover/52685-440/2025-03-16;VALIDATED;3;2025-03-23 03:38:40;2025-03-16 19:01:53;10;2025-03-23 03:38:40;3;false
806;Engine cover;43063-477;Rotating table plus camera;Good;true;false;false;;2024-06-21;ftp://inspection-server/aircraft/A320neo/Engine cover/43063-477/2024-06-21;PENDING;;;2024-06-21 10:16:25;8;;;false
807;Rudder;36987-3148;Gantry system;Not good;true;true;false;;2024-09-06;ftp://inspection-server/aircraft/A380/Rudder/36987-3148/2024-09-06;PENDING;;;2024-09-06 17:40:13;5;;;false
808;Wing A;36000-046;Gantry system;Good;false;false;true;material composition checked;2024-11-28;ftp://inspection-server/aircraft/A350/Wing A/36000-046/2024-11-28;VALIDATED;1;2024-12-01 03:38:48;2024-11-28 06:34:12;10;2024-12-01 03:38:48;1;false
809;Tail fin;37205-228;Rotating table plus camera;Average;true;true;false;material composition checked;2024-10-16;ftp://inspection-server/aircraft/A350/Tail fin/37205-228/2024-10-16;VALIDATED;3;2024-10-20 03:17:02;2024-10-16 01:53:29;9;2024-10-20 03:17:02;3;false
810;Rudder;59572-630;Rotating table plus camera;Average;true;false;false;packaging condition assessed;2024-12-15;ftp://inspection-server/aircraft/B737/Rudder/59572-630/2024-12-15;PENDING;;;2024-12-15 18:00:00;5;;;false
811;Flap;41520-909;Complete inspection;Not good;true;true;false;material composition checked;2024-10-10;ftp://inspection-server/aircraft/B747/Flap/41520-909/2024-10-10;VALIDATED;3;2024-10-14 06:05:12;2024-10-10 02:55:47;6;2024-10-14 06:05:12;3;false
812;Landing gear;55154-0157;Rotating table plus camera;Not good;true;false;false;color consistency verified;2024-09-23;ftp://inspection-server/aircraft/A320neo/Landing gear/55154-0157/2024-09-23;VALIDATED;2;2024-09-25 21:53:17;2024-09-23 10:49:42;10;2024-09-25 21:53:17;2;false
813;Elevator;0781-3305;Gantry system;Average;false;true;true;;2024-10-25;ftp://inspection-server/aircraft/A380/Elevator/0781-3305/2024-10-25;VALIDATED;1;2024-10-31 13:51:16;2024-10-25 01:06:20;6;2024-10-31 13:51:16;1;false
814;Landing gear;10056-359;Camera only;Almost perfect;false;false;false;packaging condition assessed;2025-06-09;ftp://inspection-server/aircraft/A350/Landing gear/10056-359/2025-06-09;PENDING;;;2025-06-09 14:46:29;4;;;false
815;Fuselage panel;50383-705;Camera only;Average;true;false;false;;2025-01-05;ftp://inspection-server/aircraft/B787/Fuselage panel/50383-705/2025-01-05;PENDING;;;2025-01-05 00:20:17;4;;;false
816;Cockpit window;0944-0493;Rotating table plus camera;Not good;false;false;true;;2024-08-05;ftp://inspection-server/aircraft/B737/Cockpit window/0944-0493/2024-08-05;VALIDATED;2;2024-08-08 20:14:41;2024-08-05 03:35:58;5;2024-08-08 20:14:41;2;false
817;Rudder;43598-204;Gantry system;Not good;false;true;false;packaging condition assessed;2024-06-17;ftp://inspection-server/aircraft/A380/Rudder/43598-204/2024-06-17;VALIDATED;2;2024-06-20 01:20:40;2024-06-17 02:35:06;10;2024-06-20 01:20:40;2;false
818;Flap;0054-8740;Big robot arm;Not good;true;true;true;;2024-06-28;ftp://inspection-server/aircraft/Flap/0054-8740/2024-06-28;VALIDATED;2;2024-06-30 20:56:03;2024-06-28 18:41:40;4;2024-06-30 20:56:03;2;false
819;Tail fin;63304-710;Camera only;Not good;true;true;true;;2025-02-15;ftp://inspection-server/aircraft/Tail fin/63304-710/2025-02-15;VALIDATED;2;2025-02-16 19:21:22;2025-02-15 22:08:07;8;2025-02-16 19:21:22;2;false
820;Tail fin;23155-217;Big robot arm;Good;false;false;true;dimensions measured;2025-06-01;ftp://inspection-server/aircraft/A350/Tail fin/23155-217/2025-06-01;VALIDATED;2;2025-06-08 00:34:20;2025-06-01 00:42:22;7;2025-06-08 00:34:20;2;false
821;Engine cover;49702-215;Rotating table plus camera;Average;true;false;true;material composition checked;2025-04-08;ftp://inspection-server/aircraft/A380/Engine cover/49702-215/2025-04-08;PENDING;;;2025-04-08 23:13:52;4;;;false
822;Flap;61767-305;Camera only;Average;true;true;false;dimensions measured;2024-06-22;ftp://inspection-server/aircraft/B747/Flap/61767-305/2024-06-22;VALIDATED;1;2024-06-25 12:31:26;2024-06-22 12:07:40;9;2024-06-25 12:31:26;1;false
823;Fuselage panel;52124-0004;Camera only;Really bad;false;true;true;;2025-05-29;ftp://inspection-server/aircraft/Fuselage panel/52124-0004/2025-05-29;VALIDATED;3;2025-06-02 11:22:16;2025-05-29 14:24:03;10;2025-06-02 11:22:16;3;false
824;Rudder;68084-607;Big robot arm;Average;true;false;true;;2025-03-05;ftp://inspection-server/aircraft/Rudder/68084-607/2025-03-05;VALIDATED;3;2025-03-12 03:35:57;2025-03-05 09:36:13;7;2025-03-12 03:35:57;3;false
825;Fuselage panel;49967-066;Big robot arm;Average;false;true;false;packaging condition assessed;2024-12-29;ftp://inspection-server/aircraft/Fuselage panel/49967-066/2024-12-29;VALIDATED;3;2025-01-03 20:27:01;2024-12-29 12:19:05;6;2025-01-03 20:27:01;3;false
826;Cockpit window;51645-269;Camera only;Not good;true;true;true;material composition checked;2024-08-24;ftp://inspection-server/aircraft/Cockpit window/51645-269/2024-08-24;PENDING;;;2024-08-24 09:17:55;5;;;false
827;Cockpit window;43353-764;Gantry system;Average;false;true;true;;2024-07-14;ftp://inspection-server/aircraft/B777/Cockpit window/43353-764/2024-07-14;VALIDATED;3;2024-07-15 17:15:20;2024-07-14 05:52:17;6;2024-07-15 17:15:20;3;false
828;Flap;52257-1001;Big robot arm;Really bad;true;false;true;;2025-04-27;ftp://inspection-server/aircraft/B747/Flap/52257-1001/2025-04-27;VALIDATED;2;2025-04-30 15:53:20;2025-04-27 22:30:37;4;2025-04-30 15:53:20;2;false
829;Flap;52862-010;Gantry system;Average;true;true;false;dimensions measured;2024-12-24;ftp://inspection-server/aircraft/B737/Flap/52862-010/2024-12-24;VALIDATED;1;2024-12-28 06:12:54;2024-12-24 16:07:40;6;2024-12-28 06:12:54;1;false
830;Wing A;0268-6218;Complete inspection;Not good;true;false;false;weight recorded;2024-08-10;ftp://inspection-server/aircraft/A380/Wing A/0268-6218/2024-08-10;VALIDATED;3;2024-08-15 05:18:18;2024-08-10 07:41:33;10;2024-08-15 05:18:18;3;false
831;Aileron;0093-4177;Gantry system;Average;true;false;false;material composition checked;2024-12-09;ftp://inspection-server/aircraft/B777/Aileron/0093-4177/2024-12-09;VALIDATED;3;2024-12-10 16:32:16;2024-12-09 06:32:59;5;2024-12-10 16:32:16;3;false
832;Rudder;11673-550;Gantry system;Average;true;true;false;dimensions measured;2025-02-16;ftp://inspection-server/aircraft/B747/Rudder/11673-550/2025-02-16;VALIDATED;2;2025-02-16 16:29:41;2025-02-16 10:06:24;4;2025-02-16 16:29:41;2;false
833;Wing A;0944-4302;Camera only;Almost perfect;false;false;false;;2024-06-12;ftp://inspection-server/aircraft/A350/Wing A/0944-4302/2024-06-12;PENDING;;;2024-06-12 14:04:22;4;;;false
834;Cockpit window;59754-002;Complete inspection;Really bad;true;true;false;;2024-11-11;ftp://inspection-server/aircraft/B747/Cockpit window/59754-002/2024-11-11;VALIDATED;1;2024-11-15 11:18:03;2024-11-11 20:09:40;7;2024-11-15 11:18:03;1;false
835;Landing gear;49924-1231;Camera only;Perfect;false;false;false;;2024-06-15;ftp://inspection-server/aircraft/A380/Landing gear/49924-1231/2024-06-15;VALIDATED;2;2024-06-20 09:48:06;2024-06-15 14:23:27;7;2024-06-20 09:48:06;2;false
836;Aileron;54868-5258;Rotating table plus camera;Average;false;false;true;;2024-07-08;ftp://inspection-server/aircraft/A320neo/Aileron/54868-5258/2024-07-08;REJECTED;;;2024-07-08 12:12:02;7;;;false
837;Elevator;62577-613;Rotating table plus camera;Really bad;false;true;true;dimensions measured;2024-11-13;ftp://inspection-server/aircraft/B777/Elevator/62577-613/2024-11-13;VALIDATED;3;2024-11-19 20:26:23;2024-11-13 11:44:43;9;2024-11-19 20:26:23;3;false
838;Engine cover;43353-579;Rotating table plus camera;Not good;true;false;true;packaging condition assessed;2024-09-06;ftp://inspection-server/aircraft/B787/Engine cover/43353-579/2024-09-06;VALIDATED;1;2024-09-09 08:44:55;2024-09-06 19:24:29;9;2024-09-09 08:44:55;1;false
839;Tail fin;46994-235;Gantry system;Destroyed;true;true;true;;2024-10-31;ftp://inspection-server/aircraft/B787/Tail fin/46994-235/2024-10-31;VALIDATED;1;2024-11-07 07:44:17;2024-10-31 21:56:16;8;2024-11-07 07:44:17;1;false
840;Fuselage panel;48951-8129;Gantry system;Average;false;false;true;dimensions measured;2024-10-08;ftp://inspection-server/aircraft/B787/Fuselage panel/48951-8129/2024-10-08;PENDING;;;2024-10-08 02:34:14;9;;;false
841;Tail fin;0378-7098;Camera only;Really bad;false;true;true;;2025-01-03;ftp://inspection-server/aircraft/A320neo/Tail fin/0378-7098/2025-01-03;PENDING;;;2025-01-03 16:47:04;6;;;false
842;Tail fin;24385-803;Camera only;Not good;true;true;true;surface finish inspected;2024-07-08;ftp://inspection-server/aircraft/A380/Tail fin/24385-803/2024-07-08;VALIDATED;1;2024-07-11 22:21:48;2024-07-08 02:10:16;9;2024-07-11 22:21:48;1;false
843;Wing A;27505-003;Rotating table plus camera;Really bad;true;false;true;;2025-06-09;ftp://inspection-server/aircraft/A320neo/Wing A/27505-003/2025-06-09;VALIDATED;1;2025-06-15 17:13:59;2025-06-09 15:03:57;8;2025-06-15 17:13:59;1;false
844;Flap;64735-010;Big robot arm;Really bad;false;true;true;;2025-05-03;ftp://inspection-server/aircraft/A350/Flap/64735-010/2025-05-03;VALIDATED;2;2025-05-06 11:00:27;2025-05-03 22:09:55;9;2025-05-06 11:00:27;2;false
845;Wing A;0093-2061;Gantry system;Really bad;true;false;true;color consistency verified;2025-02-10;ftp://inspection-server/aircraft/B787/Wing A/0093-2061/2025-02-10;VALIDATED;3;2025-02-15 07:39:21;2025-02-10 08:39:24;7;2025-02-15 07:39:21;3;false
846;Aileron;21695-826;Big robot arm;Good;false;false;false;;2024-10-10;ftp://inspection-server/aircraft/Aileron/21695-826/2024-10-10;VALIDATED;3;2024-10-11 01:16:39;2024-10-10 23:56:15;8;2024-10-11 01:16:39;3;false
847;Landing gear;68084-772;Gantry system;Really bad;true;true;true;;2024-06-22;ftp://inspection-server/aircraft/A320neo/Landing gear/68084-772/2024-06-22;PENDING;;;2024-06-22 05:25:55;9;;;false
848;Engine cover;52125-780;Complete inspection;Average;true;true;false;surface finish inspected;2025-02-19;ftp://inspection-server/aircraft/B747/Engine cover/52125-780/2025-02-19;VALIDATED;1;2025-02-20 08:10:08;2025-02-19 07:53:42;6;2025-02-20 08:10:08;1;false
